date,datekey,year,quarter,month,weekday,weekday_name
2015-01-01,1012015,2015,1,1,3,Thursday
2015-01-02,1022015,2015,1,1,4,Friday
2015-01-03,1032015,2015,1,1,5,Saturday
2015-01-04,1042015,2015,1,1,6,Sunday
2015-01-05,1052015,2015,1,1,0,Monday
2015-01-06,1062015,2015,1,1,1,Tuesday
2015-01-07,1072015,2015,1,1,2,Wednesday
2015-01-08,1082015,2015,1,1,3,Thursday
2015-01-09,1092015,2015,1,1,4,Friday
2015-01-10,1102015,2015,1,1,5,Saturday
2015-01-11,1112015,2015,1,1,6,Sunday
2015-01-12,1122015,2015,1,1,0,Monday
2015-01-13,1132015,2015,1,1,1,Tuesday
2015-01-14,1142015,2015,1,1,2,Wednesday
2015-01-15,1152015,2015,1,1,3,Thursday
2015-01-16,1162015,2015,1,1,4,Friday
2015-01-17,1172015,2015,1,1,5,Saturday
2015-01-18,1182015,2015,1,1,6,Sunday
2015-01-19,1192015,2015,1,1,0,Monday
2015-01-20,1202015,2015,1,1,1,Tuesday
2015-01-21,1212015,2015,1,1,2,Wednesday
2015-01-22,1222015,2015,1,1,3,Thursday
2015-01-23,1232015,2015,1,1,4,Friday
2015-01-24,1242015,2015,1,1,5,Saturday
2015-01-25,1252015,2015,1,1,6,Sunday
2015-01-26,1262015,2015,1,1,0,Monday
2015-01-27,1272015,2015,1,1,1,Tuesday
2015-01-28,1282015,2015,1,1,2,Wednesday
2015-01-29,1292015,2015,1,1,3,Thursday
2015-01-30,1302015,2015,1,1,4,Friday
2015-01-31,1312015,2015,1,1,5,Saturday
2015-02-01,2012015,2015,1,2,6,Sunday
2015-02-02,2022015,2015,1,2,0,Monday
2015-02-03,2032015,2015,1,2,1,Tuesday
2015-02-04,2042015,2015,1,2,2,Wednesday
2015-02-05,2052015,2015,1,2,3,Thursday
2015-02-06,2062015,2015,1,2,4,Friday
2015-02-07,2072015,2015,1,2,5,Saturday
2015-02-08,2082015,2015,1,2,6,Sunday
2015-02-09,2092015,2015,1,2,0,Monday
2015-02-10,2102015,2015,1,2,1,Tuesday
2015-02-11,2112015,2015,1,2,2,Wednesday
2015-02-12,2122015,2015,1,2,3,Thursday
2015-02-13,2132015,2015,1,2,4,Friday
2015-02-14,2142015,2015,1,2,5,Saturday
2015-02-15,2152015,2015,1,2,6,Sunday
2015-02-16,2162015,2015,1,2,0,Monday
2015-02-17,2172015,2015,1,2,1,Tuesday
2015-02-18,2182015,2015,1,2,2,Wednesday
2015-02-19,2192015,2015,1,2,3,Thursday
2015-02-20,2202015,2015,1,2,4,Friday
2015-02-21,2212015,2015,1,2,5,Saturday
2015-02-22,2222015,2015,1,2,6,Sunday
2015-02-23,2232015,2015,1,2,0,Monday
2015-02-24,2242015,2015,1,2,1,Tuesday
2015-02-25,2252015,2015,1,2,2,Wednesday
2015-02-26,2262015,2015,1,2,3,Thursday
2015-02-27,2272015,2015,1,2,4,Friday
2015-02-28,2282015,2015,1,2,5,Saturday
2015-03-01,3012015,2015,1,3,6,Sunday
2015-03-02,3022015,2015,1,3,0,Monday
2015-03-03,3032015,2015,1,3,1,Tuesday
2015-03-04,3042015,2015,1,3,2,Wednesday
2015-03-05,3052015,2015,1,3,3,Thursday
2015-03-06,3062015,2015,1,3,4,Friday
2015-03-07,3072015,2015,1,3,5,Saturday
2015-03-08,3082015,2015,1,3,6,Sunday
2015-03-09,3092015,2015,1,3,0,Monday
2015-03-10,3102015,2015,1,3,1,Tuesday
2015-03-11,3112015,2015,1,3,2,Wednesday
2015-03-12,3122015,2015,1,3,3,Thursday
2015-03-13,3132015,2015,1,3,4,Friday
2015-03-14,3142015,2015,1,3,5,Saturday
2015-03-15,3152015,2015,1,3,6,Sunday
2015-03-16,3162015,2015,1,3,0,Monday
2015-03-17,3172015,2015,1,3,1,Tuesday
2015-03-18,3182015,2015,1,3,2,Wednesday
2015-03-19,3192015,2015,1,3,3,Thursday
2015-03-20,3202015,2015,1,3,4,Friday
2015-03-21,3212015,2015,1,3,5,Saturday
2015-03-22,3222015,2015,1,3,6,Sunday
2015-03-23,3232015,2015,1,3,0,Monday
2015-03-24,3242015,2015,1,3,1,Tuesday
2015-03-25,3252015,2015,1,3,2,Wednesday
2015-03-26,3262015,2015,1,3,3,Thursday
2015-03-27,3272015,2015,1,3,4,Friday
2015-03-28,3282015,2015,1,3,5,Saturday
2015-03-29,3292015,2015,1,3,6,Sunday
2015-03-30,3302015,2015,1,3,0,Monday
2015-03-31,3312015,2015,1,3,1,Tuesday
2015-04-01,4012015,2015,2,4,2,Wednesday
2015-04-02,4022015,2015,2,4,3,Thursday
2015-04-03,4032015,2015,2,4,4,Friday
2015-04-04,4042015,2015,2,4,5,Saturday
2015-04-05,4052015,2015,2,4,6,Sunday
2015-04-06,4062015,2015,2,4,0,Monday
2015-04-07,4072015,2015,2,4,1,Tuesday
2015-04-08,4082015,2015,2,4,2,Wednesday
2015-04-09,4092015,2015,2,4,3,Thursday
2015-04-10,4102015,2015,2,4,4,Friday
2015-04-11,4112015,2015,2,4,5,Saturday
2015-04-12,4122015,2015,2,4,6,Sunday
2015-04-13,4132015,2015,2,4,0,Monday
2015-04-14,4142015,2015,2,4,1,Tuesday
2015-04-15,4152015,2015,2,4,2,Wednesday
2015-04-16,4162015,2015,2,4,3,Thursday
2015-04-17,4172015,2015,2,4,4,Friday
2015-04-18,4182015,2015,2,4,5,Saturday
2015-04-19,4192015,2015,2,4,6,Sunday
2015-04-20,4202015,2015,2,4,0,Monday
2015-04-21,4212015,2015,2,4,1,Tuesday
2015-04-22,4222015,2015,2,4,2,Wednesday
2015-04-23,4232015,2015,2,4,3,Thursday
2015-04-24,4242015,2015,2,4,4,Friday
2015-04-25,4252015,2015,2,4,5,Saturday
2015-04-26,4262015,2015,2,4,6,Sunday
2015-04-27,4272015,2015,2,4,0,Monday
2015-04-28,4282015,2015,2,4,1,Tuesday
2015-04-29,4292015,2015,2,4,2,Wednesday
2015-04-30,4302015,2015,2,4,3,Thursday
2015-05-01,5012015,2015,2,5,4,Friday
2015-05-02,5022015,2015,2,5,5,Saturday
2015-05-03,5032015,2015,2,5,6,Sunday
2015-05-04,5042015,2015,2,5,0,Monday
2015-05-05,5052015,2015,2,5,1,Tuesday
2015-05-06,5062015,2015,2,5,2,Wednesday
2015-05-07,5072015,2015,2,5,3,Thursday
2015-05-08,5082015,2015,2,5,4,Friday
2015-05-09,5092015,2015,2,5,5,Saturday
2015-05-10,5102015,2015,2,5,6,Sunday
2015-05-11,5112015,2015,2,5,0,Monday
2015-05-12,5122015,2015,2,5,1,Tuesday
2015-05-13,5132015,2015,2,5,2,Wednesday
2015-05-14,5142015,2015,2,5,3,Thursday
2015-05-15,5152015,2015,2,5,4,Friday
2015-05-16,5162015,2015,2,5,5,Saturday
2015-05-17,5172015,2015,2,5,6,Sunday
2015-05-18,5182015,2015,2,5,0,Monday
2015-05-19,5192015,2015,2,5,1,Tuesday
2015-05-20,5202015,2015,2,5,2,Wednesday
2015-05-21,5212015,2015,2,5,3,Thursday
2015-05-22,5222015,2015,2,5,4,Friday
2015-05-23,5232015,2015,2,5,5,Saturday
2015-05-24,5242015,2015,2,5,6,Sunday
2015-05-25,5252015,2015,2,5,0,Monday
2015-05-26,5262015,2015,2,5,1,Tuesday
2015-05-27,5272015,2015,2,5,2,Wednesday
2015-05-28,5282015,2015,2,5,3,Thursday
2015-05-29,5292015,2015,2,5,4,Friday
2015-05-30,5302015,2015,2,5,5,Saturday
2015-05-31,5312015,2015,2,5,6,Sunday
2015-06-01,6012015,2015,2,6,0,Monday
2015-06-02,6022015,2015,2,6,1,Tuesday
2015-06-03,6032015,2015,2,6,2,Wednesday
2015-06-04,6042015,2015,2,6,3,Thursday
2015-06-05,6052015,2015,2,6,4,Friday
2015-06-06,6062015,2015,2,6,5,Saturday
2015-06-07,6072015,2015,2,6,6,Sunday
2015-06-08,6082015,2015,2,6,0,Monday
2015-06-09,6092015,2015,2,6,1,Tuesday
2015-06-10,6102015,2015,2,6,2,Wednesday
2015-06-11,6112015,2015,2,6,3,Thursday
2015-06-12,6122015,2015,2,6,4,Friday
2015-06-13,6132015,2015,2,6,5,Saturday
2015-06-14,6142015,2015,2,6,6,Sunday
2015-06-15,6152015,2015,2,6,0,Monday
2015-06-16,6162015,2015,2,6,1,Tuesday
2015-06-17,6172015,2015,2,6,2,Wednesday
2015-06-18,6182015,2015,2,6,3,Thursday
2015-06-19,6192015,2015,2,6,4,Friday
2015-06-20,6202015,2015,2,6,5,Saturday
2015-06-21,6212015,2015,2,6,6,Sunday
2015-06-22,6222015,2015,2,6,0,Monday
2015-06-23,6232015,2015,2,6,1,Tuesday
2015-06-24,6242015,2015,2,6,2,Wednesday
2015-06-25,6252015,2015,2,6,3,Thursday
2015-06-26,6262015,2015,2,6,4,Friday
2015-06-27,6272015,2015,2,6,5,Saturday
2015-06-28,6282015,2015,2,6,6,Sunday
2015-06-29,6292015,2015,2,6,0,Monday
2015-06-30,6302015,2015,2,6,1,Tuesday
2015-07-01,7012015,2015,3,7,2,Wednesday
2015-07-02,7022015,2015,3,7,3,Thursday
2015-07-03,7032015,2015,3,7,4,Friday
2015-07-04,7042015,2015,3,7,5,Saturday
2015-07-05,7052015,2015,3,7,6,Sunday
2015-07-06,7062015,2015,3,7,0,Monday
2015-07-07,7072015,2015,3,7,1,Tuesday
2015-07-08,7082015,2015,3,7,2,Wednesday
2015-07-09,7092015,2015,3,7,3,Thursday
2015-07-10,7102015,2015,3,7,4,Friday
2015-07-11,7112015,2015,3,7,5,Saturday
2015-07-12,7122015,2015,3,7,6,Sunday
2015-07-13,7132015,2015,3,7,0,Monday
2015-07-14,7142015,2015,3,7,1,Tuesday
2015-07-15,7152015,2015,3,7,2,Wednesday
2015-07-16,7162015,2015,3,7,3,Thursday
2015-07-17,7172015,2015,3,7,4,Friday
2015-07-18,7182015,2015,3,7,5,Saturday
2015-07-19,7192015,2015,3,7,6,Sunday
2015-07-20,7202015,2015,3,7,0,Monday
2015-07-21,7212015,2015,3,7,1,Tuesday
2015-07-22,7222015,2015,3,7,2,Wednesday
2015-07-23,7232015,2015,3,7,3,Thursday
2015-07-24,7242015,2015,3,7,4,Friday
2015-07-25,7252015,2015,3,7,5,Saturday
2015-07-26,7262015,2015,3,7,6,Sunday
2015-07-27,7272015,2015,3,7,0,Monday
2015-07-28,7282015,2015,3,7,1,Tuesday
2015-07-29,7292015,2015,3,7,2,Wednesday
2015-07-30,7302015,2015,3,7,3,Thursday
2015-07-31,7312015,2015,3,7,4,Friday
2015-08-01,8012015,2015,3,8,5,Saturday
2015-08-02,8022015,2015,3,8,6,Sunday
2015-08-03,8032015,2015,3,8,0,Monday
2015-08-04,8042015,2015,3,8,1,Tuesday
2015-08-05,8052015,2015,3,8,2,Wednesday
2015-08-06,8062015,2015,3,8,3,Thursday
2015-08-07,8072015,2015,3,8,4,Friday
2015-08-08,8082015,2015,3,8,5,Saturday
2015-08-09,8092015,2015,3,8,6,Sunday
2015-08-10,8102015,2015,3,8,0,Monday
2015-08-11,8112015,2015,3,8,1,Tuesday
2015-08-12,8122015,2015,3,8,2,Wednesday
2015-08-13,8132015,2015,3,8,3,Thursday
2015-08-14,8142015,2015,3,8,4,Friday
2015-08-15,8152015,2015,3,8,5,Saturday
2015-08-16,8162015,2015,3,8,6,Sunday
2015-08-17,8172015,2015,3,8,0,Monday
2015-08-18,8182015,2015,3,8,1,Tuesday
2015-08-19,8192015,2015,3,8,2,Wednesday
2015-08-20,8202015,2015,3,8,3,Thursday
2015-08-21,8212015,2015,3,8,4,Friday
2015-08-22,8222015,2015,3,8,5,Saturday
2015-08-23,8232015,2015,3,8,6,Sunday
2015-08-24,8242015,2015,3,8,0,Monday
2015-08-25,8252015,2015,3,8,1,Tuesday
2015-08-26,8262015,2015,3,8,2,Wednesday
2015-08-27,8272015,2015,3,8,3,Thursday
2015-08-28,8282015,2015,3,8,4,Friday
2015-08-29,8292015,2015,3,8,5,Saturday
2015-08-30,8302015,2015,3,8,6,Sunday
2015-08-31,8312015,2015,3,8,0,Monday
2015-09-01,9012015,2015,3,9,1,Tuesday
2015-09-02,9022015,2015,3,9,2,Wednesday
2015-09-03,9032015,2015,3,9,3,Thursday
2015-09-04,9042015,2015,3,9,4,Friday
2015-09-05,9052015,2015,3,9,5,Saturday
2015-09-06,9062015,2015,3,9,6,Sunday
2015-09-07,9072015,2015,3,9,0,Monday
2015-09-08,9082015,2015,3,9,1,Tuesday
2015-09-09,9092015,2015,3,9,2,Wednesday
2015-09-10,9102015,2015,3,9,3,Thursday
2015-09-11,9112015,2015,3,9,4,Friday
2015-09-12,9122015,2015,3,9,5,Saturday
2015-09-13,9132015,2015,3,9,6,Sunday
2015-09-14,9142015,2015,3,9,0,Monday
2015-09-15,9152015,2015,3,9,1,Tuesday
2015-09-16,9162015,2015,3,9,2,Wednesday
2015-09-17,9172015,2015,3,9,3,Thursday
2015-09-18,9182015,2015,3,9,4,Friday
2015-09-19,9192015,2015,3,9,5,Saturday
2015-09-20,9202015,2015,3,9,6,Sunday
2015-09-21,9212015,2015,3,9,0,Monday
2015-09-22,9222015,2015,3,9,1,Tuesday
2015-09-23,9232015,2015,3,9,2,Wednesday
2015-09-24,9242015,2015,3,9,3,Thursday
2015-09-25,9252015,2015,3,9,4,Friday
2015-09-26,9262015,2015,3,9,5,Saturday
2015-09-27,9272015,2015,3,9,6,Sunday
2015-09-28,9282015,2015,3,9,0,Monday
2015-09-29,9292015,2015,3,9,1,Tuesday
2015-09-30,9302015,2015,3,9,2,Wednesday
2015-10-01,10012015,2015,4,10,3,Thursday
2015-10-02,10022015,2015,4,10,4,Friday
2015-10-03,10032015,2015,4,10,5,Saturday
2015-10-04,10042015,2015,4,10,6,Sunday
2015-10-05,10052015,2015,4,10,0,Monday
2015-10-06,10062015,2015,4,10,1,Tuesday
2015-10-07,10072015,2015,4,10,2,Wednesday
2015-10-08,10082015,2015,4,10,3,Thursday
2015-10-09,10092015,2015,4,10,4,Friday
2015-10-10,10102015,2015,4,10,5,Saturday
2015-10-11,10112015,2015,4,10,6,Sunday
2015-10-12,10122015,2015,4,10,0,Monday
2015-10-13,10132015,2015,4,10,1,Tuesday
2015-10-14,10142015,2015,4,10,2,Wednesday
2015-10-15,10152015,2015,4,10,3,Thursday
2015-10-16,10162015,2015,4,10,4,Friday
2015-10-17,10172015,2015,4,10,5,Saturday
2015-10-18,10182015,2015,4,10,6,Sunday
2015-10-19,10192015,2015,4,10,0,Monday
2015-10-20,10202015,2015,4,10,1,Tuesday
2015-10-21,10212015,2015,4,10,2,Wednesday
2015-10-22,10222015,2015,4,10,3,Thursday
2015-10-23,10232015,2015,4,10,4,Friday
2015-10-24,10242015,2015,4,10,5,Saturday
2015-10-25,10252015,2015,4,10,6,Sunday
2015-10-26,10262015,2015,4,10,0,Monday
2015-10-27,10272015,2015,4,10,1,Tuesday
2015-10-28,10282015,2015,4,10,2,Wednesday
2015-10-29,10292015,2015,4,10,3,Thursday
2015-10-30,10302015,2015,4,10,4,Friday
2015-10-31,10312015,2015,4,10,5,Saturday
2015-11-01,11012015,2015,4,11,6,Sunday
2015-11-02,11022015,2015,4,11,0,Monday
2015-11-03,11032015,2015,4,11,1,Tuesday
2015-11-04,11042015,2015,4,11,2,Wednesday
2015-11-05,11052015,2015,4,11,3,Thursday
2015-11-06,11062015,2015,4,11,4,Friday
2015-11-07,11072015,2015,4,11,5,Saturday
2015-11-08,11082015,2015,4,11,6,Sunday
2015-11-09,11092015,2015,4,11,0,Monday
2015-11-10,11102015,2015,4,11,1,Tuesday
2015-11-11,11112015,2015,4,11,2,Wednesday
2015-11-12,11122015,2015,4,11,3,Thursday
2015-11-13,11132015,2015,4,11,4,Friday
2015-11-14,11142015,2015,4,11,5,Saturday
2015-11-15,11152015,2015,4,11,6,Sunday
2015-11-16,11162015,2015,4,11,0,Monday
2015-11-17,11172015,2015,4,11,1,Tuesday
2015-11-18,11182015,2015,4,11,2,Wednesday
2015-11-19,11192015,2015,4,11,3,Thursday
2015-11-20,11202015,2015,4,11,4,Friday
2015-11-21,11212015,2015,4,11,5,Saturday
2015-11-22,11222015,2015,4,11,6,Sunday
2015-11-23,11232015,2015,4,11,0,Monday
2015-11-24,11242015,2015,4,11,1,Tuesday
2015-11-25,11252015,2015,4,11,2,Wednesday
2015-11-26,11262015,2015,4,11,3,Thursday
2015-11-27,11272015,2015,4,11,4,Friday
2015-11-28,11282015,2015,4,11,5,Saturday
2015-11-29,11292015,2015,4,11,6,Sunday
2015-11-30,11302015,2015,4,11,0,Monday
2015-12-01,12012015,2015,4,12,1,Tuesday
2015-12-02,12022015,2015,4,12,2,Wednesday
2015-12-03,12032015,2015,4,12,3,Thursday
2015-12-04,12042015,2015,4,12,4,Friday
2015-12-05,12052015,2015,4,12,5,Saturday
2015-12-06,12062015,2015,4,12,6,Sunday
2015-12-07,12072015,2015,4,12,0,Monday
2015-12-08,12082015,2015,4,12,1,Tuesday
2015-12-09,12092015,2015,4,12,2,Wednesday
2015-12-10,12102015,2015,4,12,3,Thursday
2015-12-11,12112015,2015,4,12,4,Friday
2015-12-12,12122015,2015,4,12,5,Saturday
2015-12-13,12132015,2015,4,12,6,Sunday
2015-12-14,12142015,2015,4,12,0,Monday
2015-12-15,12152015,2015,4,12,1,Tuesday
2015-12-16,12162015,2015,4,12,2,Wednesday
2015-12-17,12172015,2015,4,12,3,Thursday
2015-12-18,12182015,2015,4,12,4,Friday
2015-12-19,12192015,2015,4,12,5,Saturday
2015-12-20,12202015,2015,4,12,6,Sunday
2015-12-21,12212015,2015,4,12,0,Monday
2015-12-22,12222015,2015,4,12,1,Tuesday
2015-12-23,12232015,2015,4,12,2,Wednesday
2015-12-24,12242015,2015,4,12,3,Thursday
2015-12-25,12252015,2015,4,12,4,Friday
2015-12-26,12262015,2015,4,12,5,Saturday
2015-12-27,12272015,2015,4,12,6,Sunday
2015-12-28,12282015,2015,4,12,0,Monday
2015-12-29,12292015,2015,4,12,1,Tuesday
2015-12-30,12302015,2015,4,12,2,Wednesday
2015-12-31,12312015,2015,4,12,3,Thursday
2016-01-01,1012016,2016,1,1,4,Friday
2016-01-02,1022016,2016,1,1,5,Saturday
2016-01-03,1032016,2016,1,1,6,Sunday
2016-01-04,1042016,2016,1,1,0,Monday
2016-01-05,1052016,2016,1,1,1,Tuesday
2016-01-06,1062016,2016,1,1,2,Wednesday
2016-01-07,1072016,2016,1,1,3,Thursday
2016-01-08,1082016,2016,1,1,4,Friday
2016-01-09,1092016,2016,1,1,5,Saturday
2016-01-10,1102016,2016,1,1,6,Sunday
2016-01-11,1112016,2016,1,1,0,Monday
