date,datekey,year,quarter,month,weekday,weekday_name
2017-01-24,1242017,2017,1,1,1,Tuesday
2017-01-25,1252017,2017,1,1,2,Wednesday
2017-01-26,1262017,2017,1,1,3,Thursday
2017-01-27,1272017,2017,1,1,4,Friday
2017-01-28,1282017,2017,1,1,5,Saturday
2017-01-29,1292017,2017,1,1,6,Sunday
2017-01-30,1302017,2017,1,1,0,Monday
2017-01-31,1312017,2017,1,1,1,Tuesday
2017-02-01,2012017,2017,1,2,2,Wednesday
2017-02-02,2022017,2017,1,2,3,Thursday
2017-02-03,2032017,2017,1,2,4,Friday
2017-02-04,2042017,2017,1,2,5,Saturday
2017-02-05,2052017,2017,1,2,6,Sunday
2017-02-06,2062017,2017,1,2,0,Monday
2017-02-07,2072017,2017,1,2,1,Tuesday
2017-02-08,2082017,2017,1,2,2,Wednesday
2017-02-09,2092017,2017,1,2,3,Thursday
2017-02-10,2102017,2017,1,2,4,Friday
2017-02-11,2112017,2017,1,2,5,Saturday
2017-02-12,2122017,2017,1,2,6,Sunday
2017-02-13,2132017,2017,1,2,0,Monday
2017-02-14,2142017,2017,1,2,1,Tuesday
2017-02-15,2152017,2017,1,2,2,Wednesday
2017-02-16,2162017,2017,1,2,3,Thursday
2017-02-17,2172017,2017,1,2,4,Friday
2017-02-18,2182017,2017,1,2,5,Saturday
2017-02-19,2192017,2017,1,2,6,Sunday
2017-02-20,2202017,2017,1,2,0,Monday
2017-02-21,2212017,2017,1,2,1,Tuesday
2017-02-22,2222017,2017,1,2,2,Wednesday
2017-02-23,2232017,2017,1,2,3,Thursday
2017-02-24,2242017,2017,1,2,4,Friday
2017-02-25,2252017,2017,1,2,5,Saturday
2017-02-26,2262017,2017,1,2,6,Sunday
2017-02-27,2272017,2017,1,2,0,Monday
2017-02-28,2282017,2017,1,2,1,Tuesday
2017-03-01,3012017,2017,1,3,2,Wednesday
2017-03-02,3022017,2017,1,3,3,Thursday
2017-03-03,3032017,2017,1,3,4,Friday
2017-03-04,3042017,2017,1,3,5,Saturday
2017-03-05,3052017,2017,1,3,6,Sunday
2017-03-06,3062017,2017,1,3,0,Monday
2017-03-07,3072017,2017,1,3,1,Tuesday
2017-03-08,3082017,2017,1,3,2,Wednesday
2017-03-09,3092017,2017,1,3,3,Thursday
2017-03-10,3102017,2017,1,3,4,Friday
2017-03-11,3112017,2017,1,3,5,Saturday
2017-03-12,3122017,2017,1,3,6,Sunday
2017-03-13,3132017,2017,1,3,0,Monday
2017-03-14,3142017,2017,1,3,1,Tuesday
2017-03-15,3152017,2017,1,3,2,Wednesday
2017-03-16,3162017,2017,1,3,3,Thursday
2017-03-17,3172017,2017,1,3,4,Friday
2017-03-18,3182017,2017,1,3,5,Saturday
2017-03-19,3192017,2017,1,3,6,Sunday
2017-03-20,3202017,2017,1,3,0,Monday
2017-03-21,3212017,2017,1,3,1,Tuesday
2017-03-22,3222017,2017,1,3,2,Wednesday
2017-03-23,3232017,2017,1,3,3,Thursday
2017-03-24,3242017,2017,1,3,4,Friday
2017-03-25,3252017,2017,1,3,5,Saturday
2017-03-26,3262017,2017,1,3,6,Sunday
2017-03-27,3272017,2017,1,3,0,Monday
2017-03-28,3282017,2017,1,3,1,Tuesday
2017-03-29,3292017,2017,1,3,2,Wednesday
2017-03-30,3302017,2017,1,3,3,Thursday
2017-03-31,3312017,2017,1,3,4,Friday
2017-04-01,4012017,2017,2,4,5,Saturday
2017-04-02,4022017,2017,2,4,6,Sunday
2017-04-03,4032017,2017,2,4,0,Monday
2017-04-04,4042017,2017,2,4,1,Tuesday
2017-04-05,4052017,2017,2,4,2,Wednesday
2017-04-06,4062017,2017,2,4,3,Thursday
2017-04-07,4072017,2017,2,4,4,Friday
2017-04-08,4082017,2017,2,4,5,Saturday
2017-04-09,4092017,2017,2,4,6,Sunday
2017-04-10,4102017,2017,2,4,0,Monday
2017-04-11,4112017,2017,2,4,1,Tuesday
2017-04-12,4122017,2017,2,4,2,Wednesday
2017-04-13,4132017,2017,2,4,3,Thursday
2017-04-14,4142017,2017,2,4,4,Friday
2017-04-15,4152017,2017,2,4,5,Saturday
2017-04-16,4162017,2017,2,4,6,Sunday
2017-04-17,4172017,2017,2,4,0,Monday
2017-04-18,4182017,2017,2,4,1,Tuesday
2017-04-19,4192017,2017,2,4,2,Wednesday
2017-04-20,4202017,2017,2,4,3,Thursday
2017-04-21,4212017,2017,2,4,4,Friday
2017-04-22,4222017,2017,2,4,5,Saturday
2017-04-23,4232017,2017,2,4,6,Sunday
2017-04-24,4242017,2017,2,4,0,Monday
2017-04-25,4252017,2017,2,4,1,Tuesday
2017-04-26,4262017,2017,2,4,2,Wednesday
2017-04-27,4272017,2017,2,4,3,Thursday
2017-04-28,4282017,2017,2,4,4,Friday
2017-04-29,4292017,2017,2,4,5,Saturday
2017-04-30,4302017,2017,2,4,6,Sunday
2017-05-01,5012017,2017,2,5,0,Monday
2017-05-02,5022017,2017,2,5,1,Tuesday
2017-05-03,5032017,2017,2,5,2,Wednesday
2017-05-04,5042017,2017,2,5,3,Thursday
2017-05-05,5052017,2017,2,5,4,Friday
2017-05-06,5062017,2017,2,5,5,Saturday
2017-05-07,5072017,2017,2,5,6,Sunday
2017-05-08,5082017,2017,2,5,0,Monday
2017-05-09,5092017,2017,2,5,1,Tuesday
2017-05-10,5102017,2017,2,5,2,Wednesday
2017-05-11,5112017,2017,2,5,3,Thursday
2017-05-12,5122017,2017,2,5,4,Friday
2017-05-13,5132017,2017,2,5,5,Saturday
2017-05-14,5142017,2017,2,5,6,Sunday
2017-05-15,5152017,2017,2,5,0,Monday
2017-05-16,5162017,2017,2,5,1,Tuesday
2017-05-17,5172017,2017,2,5,2,Wednesday
2017-05-18,5182017,2017,2,5,3,Thursday
2017-05-19,5192017,2017,2,5,4,Friday
2017-05-20,5202017,2017,2,5,5,Saturday
2017-05-21,5212017,2017,2,5,6,Sunday
2017-05-22,5222017,2017,2,5,0,Monday
2017-05-23,5232017,2017,2,5,1,Tuesday
2017-05-24,5242017,2017,2,5,2,Wednesday
2017-05-25,5252017,2017,2,5,3,Thursday
2017-05-26,5262017,2017,2,5,4,Friday
2017-05-27,5272017,2017,2,5,5,Saturday
2017-05-28,5282017,2017,2,5,6,Sunday
2017-05-29,5292017,2017,2,5,0,Monday
2017-05-30,5302017,2017,2,5,1,Tuesday
2017-05-31,5312017,2017,2,5,2,Wednesday
2017-06-01,6012017,2017,2,6,3,Thursday
2017-06-02,6022017,2017,2,6,4,Friday
2017-06-03,6032017,2017,2,6,5,Saturday
2017-06-04,6042017,2017,2,6,6,Sunday
2017-06-05,6052017,2017,2,6,0,Monday
2017-06-06,6062017,2017,2,6,1,Tuesday
2017-06-07,6072017,2017,2,6,2,Wednesday
2017-06-08,6082017,2017,2,6,3,Thursday
2017-06-09,6092017,2017,2,6,4,Friday
2017-06-10,6102017,2017,2,6,5,Saturday
2017-06-11,6112017,2017,2,6,6,Sunday
2017-06-12,6122017,2017,2,6,0,Monday
2017-06-13,6132017,2017,2,6,1,Tuesday
2017-06-14,6142017,2017,2,6,2,Wednesday
2017-06-15,6152017,2017,2,6,3,Thursday
2017-06-16,6162017,2017,2,6,4,Friday
2017-06-17,6172017,2017,2,6,5,Saturday
2017-06-18,6182017,2017,2,6,6,Sunday
2017-06-19,6192017,2017,2,6,0,Monday
2017-06-20,6202017,2017,2,6,1,Tuesday
2017-06-21,6212017,2017,2,6,2,Wednesday
2017-06-22,6222017,2017,2,6,3,Thursday
2017-06-23,6232017,2017,2,6,4,Friday
2017-06-24,6242017,2017,2,6,5,Saturday
2017-06-25,6252017,2017,2,6,6,Sunday
2017-06-26,6262017,2017,2,6,0,Monday
2017-06-27,6272017,2017,2,6,1,Tuesday
2017-06-28,6282017,2017,2,6,2,Wednesday
2017-06-29,6292017,2017,2,6,3,Thursday
2017-06-30,6302017,2017,2,6,4,Friday
2017-07-01,7012017,2017,3,7,5,Saturday
2017-07-02,7022017,2017,3,7,6,Sunday
2017-07-03,7032017,2017,3,7,0,Monday
2017-07-04,7042017,2017,3,7,1,Tuesday
2017-07-05,7052017,2017,3,7,2,Wednesday
2017-07-06,7062017,2017,3,7,3,Thursday
2017-07-07,7072017,2017,3,7,4,Friday
2017-07-08,7082017,2017,3,7,5,Saturday
2017-07-09,7092017,2017,3,7,6,Sunday
2017-07-10,7102017,2017,3,7,0,Monday
2017-07-11,7112017,2017,3,7,1,Tuesday
2017-07-12,7122017,2017,3,7,2,Wednesday
2017-07-13,7132017,2017,3,7,3,Thursday
2017-07-14,7142017,2017,3,7,4,Friday
2017-07-15,7152017,2017,3,7,5,Saturday
2017-07-16,7162017,2017,3,7,6,Sunday
2017-07-17,7172017,2017,3,7,0,Monday
2017-07-18,7182017,2017,3,7,1,Tuesday
2017-07-19,7192017,2017,3,7,2,Wednesday
2017-07-20,7202017,2017,3,7,3,Thursday
2017-07-21,7212017,2017,3,7,4,Friday
2017-07-22,7222017,2017,3,7,5,Saturday
2017-07-23,7232017,2017,3,7,6,Sunday
2017-07-24,7242017,2017,3,7,0,Monday
2017-07-25,7252017,2017,3,7,1,Tuesday
2017-07-26,7262017,2017,3,7,2,Wednesday
2017-07-27,7272017,2017,3,7,3,Thursday
2017-07-28,7282017,2017,3,7,4,Friday
2017-07-29,7292017,2017,3,7,5,Saturday
2017-07-30,7302017,2017,3,7,6,Sunday
2017-07-31,7312017,2017,3,7,0,Monday
2017-08-01,8012017,2017,3,8,1,Tuesday
2017-08-02,8022017,2017,3,8,2,Wednesday
2017-08-03,8032017,2017,3,8,3,Thursday
2017-08-04,8042017,2017,3,8,4,Friday
2017-08-05,8052017,2017,3,8,5,Saturday
2017-08-06,8062017,2017,3,8,6,Sunday
2017-08-07,8072017,2017,3,8,0,Monday
2017-08-08,8082017,2017,3,8,1,Tuesday
2017-08-09,8092017,2017,3,8,2,Wednesday
2017-08-10,8102017,2017,3,8,3,Thursday
2017-08-11,8112017,2017,3,8,4,Friday
2017-08-12,8122017,2017,3,8,5,Saturday
2017-08-13,8132017,2017,3,8,6,Sunday
2017-08-14,8142017,2017,3,8,0,Monday
2017-08-15,8152017,2017,3,8,1,Tuesday
2017-08-16,8162017,2017,3,8,2,Wednesday
2017-08-17,8172017,2017,3,8,3,Thursday
2017-08-18,8182017,2017,3,8,4,Friday
2017-08-19,8192017,2017,3,8,5,Saturday
2017-08-20,8202017,2017,3,8,6,Sunday
2017-08-21,8212017,2017,3,8,0,Monday
2017-08-22,8222017,2017,3,8,1,Tuesday
2017-08-23,8232017,2017,3,8,2,Wednesday
2017-08-24,8242017,2017,3,8,3,Thursday
2017-08-25,8252017,2017,3,8,4,Friday
2017-08-26,8262017,2017,3,8,5,Saturday
2017-08-27,8272017,2017,3,8,6,Sunday
2017-08-28,8282017,2017,3,8,0,Monday
2017-08-29,8292017,2017,3,8,1,Tuesday
2017-08-30,8302017,2017,3,8,2,Wednesday
2017-08-31,8312017,2017,3,8,3,Thursday
2017-09-01,9012017,2017,3,9,4,Friday
2017-09-02,9022017,2017,3,9,5,Saturday
2017-09-03,9032017,2017,3,9,6,Sunday
2017-09-04,9042017,2017,3,9,0,Monday
2017-09-05,9052017,2017,3,9,1,Tuesday
2017-09-06,9062017,2017,3,9,2,Wednesday
2017-09-07,9072017,2017,3,9,3,Thursday
2017-09-08,9082017,2017,3,9,4,Friday
2017-09-09,9092017,2017,3,9,5,Saturday
2017-09-10,9102017,2017,3,9,6,Sunday
2017-09-11,9112017,2017,3,9,0,Monday
2017-09-12,9122017,2017,3,9,1,Tuesday
2017-09-13,9132017,2017,3,9,2,Wednesday
2017-09-14,9142017,2017,3,9,3,Thursday
2017-09-15,9152017,2017,3,9,4,Friday
2017-09-16,9162017,2017,3,9,5,Saturday
2017-09-17,9172017,2017,3,9,6,Sunday
2017-09-18,9182017,2017,3,9,0,Monday
2017-09-19,9192017,2017,3,9,1,Tuesday
2017-09-20,9202017,2017,3,9,2,Wednesday
2017-09-21,9212017,2017,3,9,3,Thursday
2017-09-22,9222017,2017,3,9,4,Friday
2017-09-23,9232017,2017,3,9,5,Saturday
2017-09-24,9242017,2017,3,9,6,Sunday
2017-09-25,9252017,2017,3,9,0,Monday
2017-09-26,9262017,2017,3,9,1,Tuesday
2017-09-27,9272017,2017,3,9,2,Wednesday
2017-09-28,9282017,2017,3,9,3,Thursday
2017-09-29,9292017,2017,3,9,4,Friday
2017-09-30,9302017,2017,3,9,5,Saturday
2017-10-01,10012017,2017,4,10,6,Sunday
2017-10-02,10022017,2017,4,10,0,Monday
2017-10-03,10032017,2017,4,10,1,Tuesday
2017-10-04,10042017,2017,4,10,2,Wednesday
2017-10-05,10052017,2017,4,10,3,Thursday
2017-10-06,10062017,2017,4,10,4,Friday
2017-10-07,10072017,2017,4,10,5,Saturday
2017-10-08,10082017,2017,4,10,6,Sunday
2017-10-09,10092017,2017,4,10,0,Monday
2017-10-10,10102017,2017,4,10,1,Tuesday
2017-10-11,10112017,2017,4,10,2,Wednesday
2017-10-12,10122017,2017,4,10,3,Thursday
2017-10-13,10132017,2017,4,10,4,Friday
2017-10-14,10142017,2017,4,10,5,Saturday
2017-10-15,10152017,2017,4,10,6,Sunday
2017-10-16,10162017,2017,4,10,0,Monday
2017-10-17,10172017,2017,4,10,1,Tuesday
2017-10-18,10182017,2017,4,10,2,Wednesday
2017-10-19,10192017,2017,4,10,3,Thursday
2017-10-20,10202017,2017,4,10,4,Friday
2017-10-21,10212017,2017,4,10,5,Saturday
2017-10-22,10222017,2017,4,10,6,Sunday
2017-10-23,10232017,2017,4,10,0,Monday
2017-10-24,10242017,2017,4,10,1,Tuesday
2017-10-25,10252017,2017,4,10,2,Wednesday
2017-10-26,10262017,2017,4,10,3,Thursday
2017-10-27,10272017,2017,4,10,4,Friday
2017-10-28,10282017,2017,4,10,5,Saturday
2017-10-29,10292017,2017,4,10,6,Sunday
2017-10-30,10302017,2017,4,10,0,Monday
2017-10-31,10312017,2017,4,10,1,Tuesday
2017-11-01,11012017,2017,4,11,2,Wednesday
2017-11-02,11022017,2017,4,11,3,Thursday
2017-11-03,11032017,2017,4,11,4,Friday
2017-11-04,11042017,2017,4,11,5,Saturday
2017-11-05,11052017,2017,4,11,6,Sunday
2017-11-06,11062017,2017,4,11,0,Monday
2017-11-07,11072017,2017,4,11,1,Tuesday
2017-11-08,11082017,2017,4,11,2,Wednesday
2017-11-09,11092017,2017,4,11,3,Thursday
2017-11-10,11102017,2017,4,11,4,Friday
2017-11-11,11112017,2017,4,11,5,Saturday
2017-11-12,11122017,2017,4,11,6,Sunday
2017-11-13,11132017,2017,4,11,0,Monday
2017-11-14,11142017,2017,4,11,1,Tuesday
2017-11-15,11152017,2017,4,11,2,Wednesday
2017-11-16,11162017,2017,4,11,3,Thursday
2017-11-17,11172017,2017,4,11,4,Friday
2017-11-18,11182017,2017,4,11,5,Saturday
2017-11-19,11192017,2017,4,11,6,Sunday
2017-11-20,11202017,2017,4,11,0,Monday
2017-11-21,11212017,2017,4,11,1,Tuesday
2017-11-22,11222017,2017,4,11,2,Wednesday
2017-11-23,11232017,2017,4,11,3,Thursday
2017-11-24,11242017,2017,4,11,4,Friday
2017-11-25,11252017,2017,4,11,5,Saturday
2017-11-26,11262017,2017,4,11,6,Sunday
2017-11-27,11272017,2017,4,11,0,Monday
2017-11-28,11282017,2017,4,11,1,Tuesday
2017-11-29,11292017,2017,4,11,2,Wednesday
2017-11-30,11302017,2017,4,11,3,Thursday
2017-12-01,12012017,2017,4,12,4,Friday
2017-12-02,12022017,2017,4,12,5,Saturday
2017-12-03,12032017,2017,4,12,6,Sunday
2017-12-04,12042017,2017,4,12,0,Monday
2017-12-05,12052017,2017,4,12,1,Tuesday
2017-12-06,12062017,2017,4,12,2,Wednesday
2017-12-07,12072017,2017,4,12,3,Thursday
2017-12-08,12082017,2017,4,12,4,Friday
2017-12-09,12092017,2017,4,12,5,Saturday
2017-12-10,12102017,2017,4,12,6,Sunday
2017-12-11,12112017,2017,4,12,0,Monday
2017-12-12,12122017,2017,4,12,1,Tuesday
2017-12-13,12132017,2017,4,12,2,Wednesday
2017-12-14,12142017,2017,4,12,3,Thursday
2017-12-15,12152017,2017,4,12,4,Friday
2017-12-16,12162017,2017,4,12,5,Saturday
2017-12-17,12172017,2017,4,12,6,Sunday
2017-12-18,12182017,2017,4,12,0,Monday
2017-12-19,12192017,2017,4,12,1,Tuesday
2017-12-20,12202017,2017,4,12,2,Wednesday
2017-12-21,12212017,2017,4,12,3,Thursday
2017-12-22,12222017,2017,4,12,4,Friday
2017-12-23,12232017,2017,4,12,5,Saturday
2017-12-24,12242017,2017,4,12,6,Sunday
2017-12-25,12252017,2017,4,12,0,Monday
2017-12-26,12262017,2017,4,12,1,Tuesday
2017-12-27,12272017,2017,4,12,2,Wednesday
2017-12-28,12282017,2017,4,12,3,Thursday
2017-12-29,12292017,2017,4,12,4,Friday
2017-12-30,12302017,2017,4,12,5,Saturday
2017-12-31,12312017,2017,4,12,6,Sunday
2018-01-01,1012018,2018,1,1,0,Monday
2018-01-02,1022018,2018,1,1,1,Tuesday
2018-01-03,1032018,2018,1,1,2,Wednesday
2018-01-04,1042018,2018,1,1,3,Thursday
2018-01-05,1052018,2018,1,1,4,Friday
2018-01-06,1062018,2018,1,1,5,Saturday
2018-01-07,1072018,2018,1,1,6,Sunday
2018-01-08,1082018,2018,1,1,0,Monday
2018-01-09,1092018,2018,1,1,1,Tuesday
2018-01-10,1102018,2018,1,1,2,Wednesday
2018-01-11,1112018,2018,1,1,3,Thursday
2018-01-12,1122018,2018,1,1,4,Friday
2018-01-13,1132018,2018,1,1,5,Saturday
2018-01-14,1142018,2018,1,1,6,Sunday
2018-01-15,1152018,2018,1,1,0,Monday
2018-01-16,1162018,2018,1,1,1,Tuesday
2018-01-17,1172018,2018,1,1,2,Wednesday
2018-01-18,1182018,2018,1,1,3,Thursday
2018-01-19,1192018,2018,1,1,4,Friday
2018-01-20,1202018,2018,1,1,5,Saturday
2018-01-21,1212018,2018,1,1,6,Sunday
2018-01-22,1222018,2018,1,1,0,Monday
2018-01-23,1232018,2018,1,1,1,Tuesday
2018-01-24,1242018,2018,1,1,2,Wednesday
2018-01-25,1252018,2018,1,1,3,Thursday
2018-01-26,1262018,2018,1,1,4,Friday
2018-01-27,1272018,2018,1,1,5,Saturday
2018-01-28,1282018,2018,1,1,6,Sunday
2018-01-29,1292018,2018,1,1,0,Monday
2018-01-30,1302018,2018,1,1,1,Tuesday
2018-01-31,1312018,2018,1,1,2,Wednesday
2018-02-01,2012018,2018,1,2,3,Thursday
2018-02-02,2022018,2018,1,2,4,Friday
2018-02-03,2032018,2018,1,2,5,Saturday
2018-02-04,2042018,2018,1,2,6,Sunday
2018-02-05,2052018,2018,1,2,0,Monday
2018-02-06,2062018,2018,1,2,1,Tuesday
